pid,category,name,base_price,price,unit_price,arrival,rating,reward,url
7148947280,household_items,"토니모리 더촉촉 그린티 노워시 클렌징 티슈 세트, 100매, 2개","17,800","11,900",(10매당 595원),내일(화) 도착 보장,(29028),최대 595원 적립,coupang_img\7148947280.jpg
6724191008,household_items,"다우니 탈취파워 화이트티와 릴리 초고농축 섬유유연제 본품, 1.05L, 3개","16,360","16,050",(100ml당 510원),내일(화) 도착 보장,(145112),최대 803원 적립,coupang_img\6724191008.jpg
7041184728,household_items,"제이숲 레드제이 픽서 플러스 헤어 스프레이, 200ml, 1개","20,000","12,900",(10ml당 645원),내일(화) 도착 보장,(23577),최대 570원 적립,coupang_img\7041184728.jpg
6460166647,household_items,"글램모먼트 포맨 스킨 핏 커버 패치 니플밴드 60p, 2개","24,000","12,900","(1개당 6,450원)",내일(화) 도착 보장,(14565),최대 595원 적립,coupang_img\6460166647.jpg
6387026741,household_items,"아토젯 필터샤워기 + 헤드필터 3p + 바디필터 3p 세트, 1세트","43,300","28,900","(1세트당 28,900원)",내일(화) 도착 보장,(21127),"최대 1,445원 적립",coupang_img\6387026741.jpg
159696,household_items,"비트 진드기 액체세제 드럼용 본품, 3L, 4개","51,770","29,100",(100ml당 243원),내일(화) 도착 보장,(24218),"최대 1,455원 적립",coupang_img\159696.jpg
7844313513,household_items,"부케가르니 나드 리프레쉬 퍼퓸드 샴푸 화이트머스크향, 1L, 1개","18,000","8,400",(100ml당 840원),내일(화) 도착 보장,(259),최대 399원 적립,coupang_img\7844313513.jpg
32087607,household_items,"덴티본조르노 민트향 구취케어 치약, 100g, 6개","24,900","15,000",(10g당 250원),내일(화) 도착 보장,(92698),최대 750원 적립,coupang_img\32087607.jpg
157062538,household_items,"쏘피 바디피트 볼록맞춤 생리대 날개형, 대형, 16개입, 6개","18,040","15,790",(1개당 164원),내일(화) 도착 보장,(30221),최대 750원 적립,coupang_img\157062538.jpg
25376268,household_items,"메디플라워 그래놀라 딥 클렌징 티슈, 100매입, 4팩","11,860","10,710",(10매당 268원),내일(화) 도착 보장,(10206),최대 535원 적립,coupang_img\25376268.jpg
7339825745,household_items,"네이처커넥트 로보킬 대롱형 살충제, 1개, 600ml, 1개","15,500","14,690","(1개당 14,690원)",내일(화) 도착 보장,(2601),최대 698원 적립,coupang_img\7339825745.jpg
5306503135,household_items,"휴족시간 쿨링시트, 6개입, 8개","41,980","22,300",(1개당 465원),내일(화) 도착 보장,(33774),"최대 1,115원 적립",coupang_img\5306503135.jpg
6259855595,household_items,"벡셀 알카라인 콤보팩 AA건전지 24p + AAA건전지 24p, 1세트, 48개입","19,120","15,500",(1개입당 323원),내일(화) 도착 보장,(14184),최대 775원 적립,coupang_img\6259855595.jpg
2171313873,household_items,"콜게이트 플루오라이드 치약 그레이트 레귤러 플레버, 175g, 6개","36,000","19,980",(10g당 190원),내일(화) 도착 보장,(23938),최대 999원 적립,coupang_img\2171313873.jpg
1518173187,household_items,"듀라셀 알카라인 건전지 D, 4개입, 1개","12,400","11,540","(1개입당 2,885원)",내일(화) 도착 보장,(7021),최대 577원 적립,coupang_img\1518173187.jpg
1235760151,household_items,"유한락스 멀티액션 곰팡이 제거제, 510ml, 3개","15,900","10,980",(100ml당 718원),내일(화) 도착 보장,(63705),최대 549원 적립,coupang_img\1235760151.jpg
1123845236,household_items,"제이숲 퍼플제이 워터글로우 실크 단백질 헤어 에센스 오일, 100ml, 1개","20,000","12,600","(10ml당 1,260원)",내일(화) 도착 보장,(19367),최대 630원 적립,coupang_img\1123845236.jpg
7353339051,household_items,"액츠 퍼펙트 실내건조 일반용 액상세제 본품, 3.2L, 4개","44,900","32,960",(100ml당 258원),내일(화) 도착 보장,(63896),"최대 1,648원 적립",coupang_img\7353339051.jpg
4310018806,household_items,"3M 스카치브라이트 내츄럴 옥수수 망사 수세미, 9개입, 1개","27,200","14,700","(1개입당 1,633원)",내일(화) 도착 보장,(13540),최대 735원 적립,coupang_img\4310018806.jpg
6748559654,household_items,"더프트앤도프트 퍼퓸드 바디워시 소피소피, 1020ml, 1개","21,800","14,750","(100ml당 1,446원)",내일(화) 도착 보장,(18116),최대 685원 적립,coupang_img\6748559654.jpg
7230587318,household_items,"바이아우어 맥주효모 블랙 비어 이스트 샴푸, 1017ml, 2개","47,000","23,500","(100ml당 1,155원)",내일(화) 도착 보장,(9999),"최대 1,175원 적립",coupang_img\7230587318.jpg
5750801397,household_items,"오므론 자동 전자 혈압계, 1개, HEM-7156","130,000","96,800","(1개당 96,800원)",내일(화) 도착 보장,(9360),"최대 4,840원 적립",coupang_img\5750801397.jpg
7940108189,household_items,"팸퍼스 에어차차 썸머팬티, 5단계, 156매","87,900","74,980",(1개당 481원),내일(화) 도착 보장,(9649),"최대 3,573원 적립",coupang_img\7940108189.jpg
6353122104,household_items,"도루코 페이스7 2 프레쉬 면도기 본체 + 면도날 11p 세트, 면도기 + 면도날 11p, 1세트","33,160","31,940","(1세트당 31,940원)",내일(화) 도착 보장,(14165),"최대 1,597원 적립",coupang_img\6353122104.jpg
990781,household_items,"비트 진드기 액체세제 일반용 본품, 3L, 4개","51,750","29,790",(100ml당 248원),내일(화) 도착 보장,(68978),"최대 1,490원 적립",coupang_img\990781.jpg
7750883931,household_items,"퍼실 딥클린 라벤더젤 드럼용 라벤더코튼향 액상세제 본품, 2.7L, 1개","29,900","15,900",(100ml당 589원),내일(화) 도착 보장,(14444),최대 700원 적립,coupang_img\7750883931.jpg
990781,household_items,"비트 진드기 액체세제 일반용 본품, 3L, 2개","17,730","16,730",(100ml당 279원),내일(화) 도착 보장,(68978),최대 836원 적립,coupang_img\990781.jpg
7644206636,household_items,"아니모 마그네슘 오일 클라우드 스프레이 스포츠 120ml (마그네슘 35%), 1개","31,800","28,600","(10ml당 2,383원)",5/30(목) 도착 예정,(649),"최대 1,430원 적립",coupang_img\7644206636.jpg
6570687310,household_items,"깨끗한나라 순수시그니처 천연펄프 화장지 27m, 30롤, 1팩","22,900","15,210",(10m당 188원),내일(화) 도착 보장,(65992),최대 760원 적립,coupang_img\6570687310.jpg
1786956208,household_items,"왕타 통칫솔 스톤, 10개입, 1개","20,000","14,800","(1개당 1,480원)",내일(화) 도착 보장,(36200),최대 740원 적립,coupang_img\1786956208.jpg
5149946526,household_items,"부케가르니 습기제거제 서랍형, 45g, 20개","20,000","11,900",(1개당 595원),내일(화) 도착 보장,(5546),최대 595원 적립,coupang_img\5149946526.jpg
5832178307,household_items,"부케가르니 나드 샴푸 시그니처, 1000ml, 2개","44,000","21,900","(100ml당 1,095원)",내일(화) 도착 보장,(81021),"최대 1,095원 적립",coupang_img\5832178307.jpg
7770123520,household_items,"닥터포헤어 폴리젠 플러스 탈모 완화 샴푸, 500ml, 1개","28,000","14,160","(100ml당 2,832원)",내일(화) 도착 보장,(16303),최대 708원 적립,coupang_img\7770123520.jpg
7913000735,household_items,"코멧 정수 필터 샤워기 + 리필 필터 12p 세트, 1세트","18,000","11,290","(1세트당 11,290원)",내일(화) 도착 보장,(38),최대 565원 적립,coupang_img\7913000735.jpg
6991217590,household_items,"헤트라스 프리미엄 대용량 디퓨저 선물세트, 플라워 샵, 500ml, 3개","52,500","25,800",(10ml당 172원),내일(화) 도착 보장,(46360),"최대 1,290원 적립",coupang_img\6991217590.jpg
261192458,household_items,"코멧 순백 3겹 라벤더 바닐라 롤화장지 30m, 30롤, 1팩","19,900","13,390",(10m당 149원),내일(화) 도착 보장,(616052),최대 645원 적립,coupang_img\261192458.jpg
7199000913,household_items,"울샴푸 오리지널 중성세제 울세제 본품, 3L, 2개","16,150","15,930",(100ml당 266원),내일(화) 도착 보장,(70337),최대 796원 적립,coupang_img\7199000913.jpg
7751117810,household_items,"퍼실 라벤더젤 플러스 일반용 리필, 1.5L, 2개","27,200","13,800",(100ml당 460원),내일(화) 도착 보장,(46010),최대 690원 적립,coupang_img\7751117810.jpg
6658571980,household_items,"마이비데 화장실용 비데티슈 휴대형, 42매, 12팩","63,430","37,310",(10매당 740원),모레(수) 도착 예정,(63698),"최대 1,865원 적립",coupang_img\6658571980.jpg
6283074796,household_items,"좋은느낌 유기농 순면커버 울트라슬림 대형 생리대 날개형, 32개입, 2팩","33,800","16,300",(1개당 255원),내일(화) 도착 보장,(22129),최대 815원 적립,coupang_img\6283074796.jpg
1959587814,household_items,"코멧 일회용 마스크, 100개입, 1개, 블랙","27,900","9,890",(1매당 99원),내일(화) 도착 보장,(418149),최대 495원 적립,coupang_img\1959587814.jpg
1207037903,household_items,"깨끗한나라 3겹 벚꽃 로맨틱 천연펄프 화장지 27m, 30개입, 1개","28,900","15,800",(10m당 195원),내일(화) 도착 보장,(11516),최대 790원 적립,coupang_img\1207037903.jpg
7183135137,household_items,"살림백서 2단계 미세모 부드러운모 딥클린 칫솔, 20개입, 1세트","20,000","12,900",(1개당 645원),내일(화) 도착 보장,(3290),최대 645원 적립,coupang_img\7183135137.jpg
7912980051,household_items,"벡셀 알카라인 AA건전지 벌크, 48개입, 1박스","15,790","15,500",(1개입당 323원),내일(화) 도착 보장,(27470),최대 775원 적립,coupang_img\7912980051.jpg
1235760132,household_items,"유한락스 멀티액션 욕실청소용 세정제, 510ml, 3개","14,900","10,980",(100ml당 718원),내일(화) 도착 보장,(144191),최대 549원 적립,coupang_img\1235760132.jpg
7046278942,household_items,"써지오 개별 멀티탭 6구 DH-1668-MT + 안전커버 2개입, 3m, 1개","14,200","12,150","(1개당 12,150원)",내일(화) 도착 보장,(28810),최대 608원 적립,coupang_img\7046278942.jpg
6224594305,household_items,"롤앤롤 점보롤 화장지 300m 2겹 16롤, 1개입, 16개","43,900","39,990",(10m당 83원),내일(화) 도착 보장,(5291),"최대 2,000원 적립",coupang_img\6224594305.jpg
7769605203,household_items,"폴인홈 한달에 하나씩 먼슬리 클린 샤워타월 2종 x 3p 세트, 화이트, 버터베이지, 그레이, 6개입, 1개","19,900","12,900","(1개당 2,150원)",내일(화) 도착 보장,(222),최대 645원 적립,coupang_img\7769605203.jpg
6237174496,household_items,"탐사 이염방지 세탁티슈, 100매입, 1개","25,000","8,770",(1개입당 88원),내일(화) 도착 보장,(9807),최대 439원 적립,coupang_img\6237174496.jpg
307020051,household_items,"크리넥스 천연펄프 3겹 데코&소프트 27m, 30롤, 2개","45,200","35,650",(10m당 220원),내일(화) 도착 보장,(123134),"최대 1,783원 적립",coupang_img\307020051.jpg
2919978,household_items,"쏘피 바디피트 천연코튼 롱 팬티라이너, 40개입, 6개","26,400","13,560",(1개입당 57원),내일(화) 도착 보장,(16435),최대 644원 적립,coupang_img\2919978.jpg
8023965389,household_items,"모나리자 미용티슈 2겹, 300매, 12개","21,740","20,640",(10매당 57원),내일(화) 도착 보장,(11242),"최대 1,032원 적립",coupang_img\8023965389.jpg
6778832796,household_items,"닥터방기원 랩 탈모 증상 완화 샴푸, 2개, 1L","18,720","16,700",(100ml당 835원),내일(화) 도착 보장,(69813),최대 835원 적립,coupang_img\6778832796.jpg
130164876,household_items,"듀라셀 알카라인 AA 건전지, 20개입, 1개","14,900","13,900",(1개입당 695원),내일(화) 도착 보장,(78431),최대 625원 적립,coupang_img\130164876.jpg
7055145018,household_items,"바른생각 젤 스탠다드, 150ml, 1개","13,900","9,860",(10ml당 657원),내일(화) 도착 보장,(25276),최대 493원 적립,coupang_img\7055145018.jpg
7170298914,household_items,"김민재편백 심재 피톤치드 원액 스프레이 + 스프레이 공병, 1개, 2L","25,900","17,000",(10ml당 85원),내일(화) 도착 보장,(3899),최대 850원 적립,coupang_img\7170298914.jpg
7771483156,household_items,"스너글 캡슐 세탁세제 블루스파클 플러스 실내건조 410.4g, 27개입, 1개","26,900","13,300",(1개입당 493원),내일(화) 도착 보장,(1267),최대 665원 적립,coupang_img\7771483156.jpg
6353876203,household_items,"[우르오스] 바디 스킨워시 500ml x2, 2개","39,400","30,400",(10ml당 304원),모레(수) 도착 예정,(43758),"최대 1,520원 적립",coupang_img\6353876203.jpg
6590915563,household_items,"부케가르니 습기제거제, 150g, 10개","18,000","11,900","(1개당 1,190원)",내일(화) 도착 보장,(21035),최대 595원 적립,coupang_img\6590915563.jpg
1623813820,household_items,"라보에이치 두피강화 클리닉 탈모증상완화 샴푸, 400ml, 1개","28,900","15,700","(100ml당 3,925원)",내일(화) 도착 보장,(26111),최대 785원 적립,coupang_img\1623813820.jpg
7709081099,household_items,"홈매트 교체용 리필 180p, 1세트","31,500","20,900","(1개당 20,900원)",내일(화) 도착 보장,(30755),최대 784원 적립,coupang_img\7709081099.jpg
7750881478,household_items,"퍼실 딥클린 라벤더젤 일반용 라벤더코튼향 액상세제 본품, 2.7L, 1개","29,900","15,900",(100ml당 589원),내일(화) 도착 보장,(7445),최대 700원 적립,coupang_img\7750881478.jpg
256719176,household_items,"탐사 화이트 천연펄프 3겹 롤화장지 30m, 30롤, 2팩","39,800","24,990",(10m당 139원),내일(화) 도착 보장,(54875),"최대 1,150원 적립",coupang_img\256719176.jpg
4343139540,household_items,"코멧 이사박스 5입, 블랙 7호, 5개","39,800","27,890","(1개당 5,578원)",내일(화) 도착 보장,(36269),"최대 1,395원 적립",coupang_img\4343139540.jpg
178452209,household_items,"유한락스 세탁조 세정제, 500ml, 4개","13,770","11,240",(100ml당 562원),내일(화) 도착 보장,(36028),최대 562원 적립,coupang_img\178452209.jpg
6694820045,household_items,"닥터방기원 랩 탈모 기능성 헤어트리트먼트, 1000ml, 1개","17,900","14,310",(10ml당 143원),내일(화) 도착 보장,(21917),최대 715원 적립,coupang_img\6694820045.jpg
7912980264,household_items,"글래드 매직랩 일반형 30cm x 21.6m, 2개","23,000","14,900",(1m당 345원),내일(화) 도착 보장,(15281),최대 745원 적립,coupang_img\7912980264.jpg
6991217590,household_items,"헤트라스 프리미엄 대용량 디퓨저 500ml 2개 선물세트, 플라워 샵","35,000","18,800",(10ml당 188원),내일(화) 도착 보장,(46360),최대 940원 적립,coupang_img\6991217590.jpg
188227098,household_items,코멧 오리지널 아기물티슈 100매 20팩,"34,900","21,890",(10매당 109원),내일(화) 도착 보장,(356376),"최대 1,085원 적립",coupang_img\188227098.jpg
7356058217,household_items,"히알루론산 데이케어 렌즈습윤제 13ml 렌즈 인공눈물, 3개","24,900","16,200","(10ml당 4,154원)",내일(화) 도착 보장,(328),최대 810원 적립,coupang_img\7356058217.jpg
7750876463,household_items,"퍼실 딥클린 파워젤 드럼용 액상세제 본품, 2.7L, 1개","29,900","15,900",(100ml당 589원),내일(화) 도착 보장,(9685),최대 700원 적립,coupang_img\7750876463.jpg
230142363,household_items,"홈플래닛 습기제거제, 260g, 24개","23,040","17,690",(1개당 737원),내일(화) 도착 보장,(64822),최대 885원 적립,coupang_img\230142363.jpg
6836033245,household_items,"라온 블랙 아르간 헤어오일, 2개, 100ml","20,000","13,900",(10ml당 695원),내일(화) 도착 보장,(43334),최대 646원 적립,coupang_img\6836033245.jpg
7335670569,household_items,"다슈 매직 커버 니플밴드 52매, 2개","30,000","11,900","(1개당 5,950원)",내일(화) 도착 보장,(22019),최대 595원 적립,coupang_img\7335670569.jpg
7881910490,household_items,"Bebeen 포유 프리미엄 물티슈 캡형 75gsm, 70매, 10팩","29,500","15,880",(10매당 227원),내일(화) 도착 보장,(640),최대 699원 적립,coupang_img\7881910490.jpg
6919535470,household_items,"스빈또 NEW 스웨덴 국민 스틸울 수세미 100g, 1개입, 2개","38,060","22,390","(1개입당 11,195원)",모레(수) 도착 예정,(8376),"최대 1,120원 적립",coupang_img\6919535470.jpg
7194547444,household_items,"퍼실 퓨어프레쉬 9중효소 실내건조 드럼용, 2.7L, 1개","26,300","13,900",(100ml당 515원),내일(화) 도착 보장,(6851),최대 695원 적립,coupang_img\7194547444.jpg
91830709,household_items,"일리윤 세라마이드 아토 6.0 탑투토워시, 1000ml, 1개","23,900","14,290","(100ml당 1,429원)",내일(화) 도착 보장,(38128),최대 715원 적립,coupang_img\91830709.jpg
154889919,household_items,"무로 벅스 제로 모기기피 스프레이, 50ml, 3개","14,900","13,220","(1개당 4,407원)",내일(화) 도착 보장,(17411),최대 661원 적립,coupang_img\154889919.jpg
7196964742,household_items,"플랙커스 마이크로 민트 치실, 300개입, 1개","16,400","12,780",(1개입당 43원),내일(화) 도착 보장,(12374),최대 639원 적립,coupang_img\7196964742.jpg
307154735,household_items,"리엔 흑모비책 새치염색 크림, 흑갈색, 2개","23,800","8,300",(10g당 346원),내일(화) 도착 보장,(34678),최대 415원 적립,coupang_img\307154735.jpg
7302083922,household_items,"다우니 생화향기 컬렉션 섬유유연제 미스티크 리필, 2.6L, 1개","47,920","28,190","(100ml당 1,084원)",모레(수) 도착 예정,(7754),"최대 1,410원 적립",coupang_img\7302083922.jpg
315953839,household_items,"유한락스 멀티액션 레귤러, 2개, 1.8L","14,900","9,860",(100ml당 274원),내일(화) 도착 보장,(63624),최대 493원 적립,coupang_img\315953839.jpg
6991217590,household_items,"헤트라스 프리미엄 대용량 디퓨저 500ml 2p 선물세트, 호텔 우드, 2개","35,000","18,800",(10ml당 188원),내일(화) 도착 보장,(46360),최대 940원 적립,coupang_img\6991217590.jpg
286754092,household_items,"에디쁘 쁘띠 두피 괄사 마사지기, 1개","13,650","13,190","(1개당 13,190원)",내일(화) 도착 보장,(1111),최대 660원 적립,coupang_img\286754092.jpg
6329230505,household_items,"켄트 오리지날 클래식 초극세모 칫솔세트, 6개입, 1개","25,800","15,600","(1개당 2,600원)",내일(화) 도착 보장,(39508),최대 780원 적립,coupang_img\6329230505.jpg
7180955044,household_items,"코멧 홈 접이식 빨래건조대, 1개","23,000","14,290","(1개당 14,290원)",내일(화) 도착 보장,(6328),최대 715원 적립,coupang_img\7180955044.jpg
200608037,household_items,"헤어플러스 단백질 본드 앰플 극손상 머리에센스, 145ml, 1개","13,440","13,230",(10ml당 912원),내일(화) 도착 보장,(13428),최대 661원 적립,coupang_img\200608037.jpg
7857883733,household_items,"베베앙 오리지널 플러스 아기물티슈 캡형 55gsm, 100매, 10개","24,900","14,420",(10매당 144원),내일(화) 도착 보장,(290335),최대 699원 적립,coupang_img\7857883733.jpg
7388438607,household_items,"디펜드 여성용 맘스 안심팬티 성인기저귀 프리사이즈, 프리사이즈(팬티형), 8매, 2개","40,580","23,870","(1매당 1,492원)",모레(수) 도착 예정,(16738),"최대 1,194원 적립",coupang_img\7388438607.jpg
3201074,household_items,"플랙커스 트윈 라인 치실, 300개입, 1개","16,400","12,650",(1개입당 42원),내일(화) 도착 보장,(8041),최대 569원 적립,coupang_img\3201074.jpg
7676949304,household_items,"홈키파 수성 에어졸 살충제 무향, 500ml, 8개","21,520","20,380","(1개당 2,548원)",내일(화) 도착 보장,(49630),"최대 1,019원 적립",coupang_img\7676949304.jpg
6715891271,household_items,"스너글 섬유유연제 허거블 코튼, 2.6L, 1개","19,900","11,800",(100ml당 454원),내일(화) 도착 보장,(18276),최대 590원 적립,coupang_img\6715891271.jpg
7025862521,household_items,"르샤트라1802 건조기용 드라이시트 섬유유연제 피오니부케 본품 120매, 2개","21,720","18,500",(1개입당 77원),내일(화) 도착 보장,(59125),최대 925원 적립,coupang_img\7025862521.jpg
7380618078,household_items,"냄새제로 고급형 하수구용 트랩 SM-50D, 1개","18,900","14,900","(1개당 14,900원)",내일(화) 도착 보장,(25187),최대 745원 적립,coupang_img\7380618078.jpg
305672892,household_items,"탐사 클래식 물티슈 캡형, 100매, 20팩","19,800","15,990",(10매당 80원),내일(화) 도착 보장,(256069),최대 800원 적립,coupang_img\305672892.jpg
6789548230,household_items,"케라시스 케라마이드 극손상 트리트먼트, 1L, 2개","16,780","16,380",(10ml당 82원),내일(화) 도착 보장,(20726),최대 819원 적립,coupang_img\6789548230.jpg
7660404000,household_items,"리큐 실내건조 피톤샤워 2.1L x 4입 일반용, 4개","38,900","21,940",(100ml당 261원),5/31(금) 도착 예정,(468),"최대 1,097원 적립",coupang_img\7660404000.jpg
328677319,household_items,"쿠팡베이직 네추럴 3겹 천연펄프 롤화장지 30m, 30롤, 1팩","18,900","12,990",(10m당 144원),내일(화) 도착 보장,(306910),최대 600원 적립,coupang_img\328677319.jpg
4343139540,household_items,"코멧 이사박스 5입, 블랙 5호, 5개","32,800","22,990","(1개당 4,598원)",내일(화) 도착 보장,(36269),"최대 1,150원 적립",coupang_img\4343139540.jpg
7260481355,household_items,"뷰카 클래식 고불소 구취케어 치약, 110g, 4개","13,860","12,890",(10g당 293원),내일(화) 도착 보장,(16698),최대 645원 적립,coupang_img\7260481355.jpg
5125219669,household_items,"순수한면 제로 슈퍼 롱 팬티라이너, 슈퍼롱, 40개입, 4개","26,900","12,810",(1개당 80원),내일(화) 도착 보장,(60929),최대 640원 적립,coupang_img\5125219669.jpg
5158825957,household_items,"코멧 초강력 사선컷팅 테이프크리너 3단 핸들 + 거치대 + 리필 4개, 1세트","11,490","11,100","(1개당 11,100원)",내일(화) 도착 보장,(16768),최대 555원 적립,coupang_img\5158825957.jpg
7670365782,household_items,"조성아 레몬청 클렌저 원더바스 빛톡스 클렌져 200ml 1+1 + 닥터지 약산성 클리어 수딩 폼 150ml 증정, 2개","36,100","19,900",(10ml당 498원),모레(수) 도착 예정,(1241),최대 995원 적립,coupang_img\7670365782.jpg
7361255527,household_items,"탐사 니트릴 장갑, 블랙, 대(L), 200개","39,900","10,990",(1개입당 55원),내일(화) 도착 보장,(10318),최대 550원 적립,coupang_img\7361255527.jpg
7480184562,household_items,"동국제약 마데카솔 연고 8g, 2개","14,800","12,000","(1개당 6,000원)",내일(화) 도착 보장,(13674),최대 600원 적립,coupang_img\7480184562.jpg
8022349193,household_items,"바닐라코 클린 잇 제로 오리지널 클렌징 밤, 180ml, 1개","28,000","21,150","(10ml당 1,175원)",내일(화) 도착 보장,(170),"최대 1,058원 적립",coupang_img\8022349193.jpg
1602749226,household_items,"코멧 무소음 변기커버 대형, 화이트, 1개","15,900","12,990","(1개당 12,990원)",내일(화) 도착 보장,(18215),최대 650원 적립,coupang_img\1602749226.jpg
320322651,household_items,"탐사 해달별 종이컵 178ml, 2000개","34,900","22,990",(1개입당 11원),내일(화) 도착 보장,(61633),"최대 1,150원 적립",coupang_img\320322651.jpg
6583185155,household_items,"가그린 오리지널 구강청결제, 1.2L, 2개","23,800","14,330",(10ml당 60원),내일(화) 도착 보장,(87441),최대 609원 적립,coupang_img\6583185155.jpg
7361255527,household_items,"탐사 니트릴 장갑, 블랙, 중(M), 200개","39,900","10,990",(1개입당 55원),내일(화) 도착 보장,(10318),최대 550원 적립,coupang_img\7361255527.jpg
5723330833,household_items,"깨끗한나라 3겹데코 에어소프트 천연펄프 롤화장지 30m, 30개입, 2개","38,000","28,780",(10m당 160원),내일(화) 도착 보장,(47431),"최대 1,439원 적립",coupang_img\5723330833.jpg
7786459684,household_items,"퍼실 디스크 실내건조 세탁 캡슐세제 박스, 18개입, 1개","37,200","21,880","(1개입당 1,216원)",모레(수) 도착 예정,(9796),"최대 1,094원 적립",coupang_img\7786459684.jpg
14828953,household_items,"샤프란 아우라 초고농축 섬유유연제 스모키머스크 본품, 5.5L, 1개","48,540","28,550",(100ml당 519원),모레(수) 도착 예정,(17332),"최대 1,428원 적립",coupang_img\14828953.jpg
7178787283,household_items,"코멧 홈 파워수압 필터 샤워기 본품 + 필터 2개입, 1세트","10,000","8,890","(1세트당 8,890원)",내일(화) 도착 보장,(4323),최대 445원 적립,coupang_img\7178787283.jpg
7214920202,household_items,"다우니 프리미엄 실내건조 액체형 세제 본품, 1.9L, 1개","14,950","14,230",(100ml당 749원),내일(화) 도착 보장,(65938),최대 711원 적립,coupang_img\7214920202.jpg
7404855707,household_items,"코멧 에어프라이어 종이호일 대형 150매입, 1개","14,300","7,990",(1매당 53원),내일(화) 도착 보장,(2722),최대 400원 적립,coupang_img\7404855707.jpg
2352143781,household_items,"다슈 플레이 3D 익스트림 홀딩 튜브 헤어왁스, 200ml, 1개","18,000","10,900",(10ml당 545원),내일(화) 도착 보장,(12973),최대 490원 적립,coupang_img\2352143781.jpg
7144144379,household_items,"비플레인 녹두 약산성 클렌징폼, 80ml, 1개","40,000","27,450","(10ml당 3,431원)",5/30(목) 도착 예정,(19919),"최대 1,373원 적립",coupang_img\7144144379.jpg
1353030,household_items,"쏘피 바디피트 볼록맞춤 오버나이트 날개형 슈퍼롱, 패드형, 20개입, 3개","32,700","13,900",(1개입당 232원),내일(화) 도착 보장,(45330),최대 660원 적립,coupang_img\1353030.jpg
7345558730,household_items,"아트라이프 스마일리 썸머패치 모기패치 60패치, 혼합색상, 1개","19,900","9,900","(1개당 9,900원)",내일(화) 도착 보장,(3048),최대 495원 적립,coupang_img\7345558730.jpg
7837874919,household_items,"스너글 섬유탈취제 허거블 코튼, 470ml, 3개","25,500","13,050",(100ml당 926원),내일(화) 도착 보장,(32829),최대 653원 적립,coupang_img\7837874919.jpg
7110360185,household_items,"좋은느낌 오리지널 울트라슬림 생리대 날개형, 중형, 36개입, 2개","44,250","26,030",(1개당 362원),모레(수) 도착 예정,(22484),"최대 1,301원 적립",coupang_img\7110360185.jpg
6353876203,household_items,"우르오스 스킨워시, 500ml, 3개","59,100","44,620",(10ml당 297원),모레(수) 도착 예정,(43758),"최대 2,231원 적립",coupang_img\6353876203.jpg
4354880145,household_items,"닥터방기원 맥주 효모 탈모증상 완화 샴푸, 1000ml, 2개","51,800","30,100","(100ml당 1,505원)",내일(화) 도착 보장,(28515),"최대 1,505원 적립",coupang_img\4354880145.jpg
7136754195,household_items,"컴배트 진드기싹 시트 4p, 60g, 2개","23,400","18,570","(100g당 15,475원)",내일(화) 도착 보장,(14554),최대 929원 적립,coupang_img\7136754195.jpg
6615096004,household_items,"하기스 퓨어 그린 유아물티슈 캡형 72매입, 72매, 10개","43,780","25,750",(10매당 358원),모레(수) 도착 예정,(7833),"최대 1,288원 적립",coupang_img\6615096004.jpg
5867906791,household_items,"화이트 순한순명 롱 팬티라이너, 75개입, 2개","38,000","22,350",(1개입당 149원),모레(수) 도착 예정,(41290),"최대 1,118원 적립",coupang_img\5867906791.jpg
2208125618,household_items,"코멧 뽑아쓰는 테이블 냅킨, 흰색, 1박스, 10000매","19,900","16,990",(10매당 17원),내일(화) 도착 보장,(11812),최대 850원 적립,coupang_img\2208125618.jpg
7520467757,household_items,"질레트 센서티브 2 in 1 퓨어스포츠 쉐이빙 젤, 170g, 3개","50,710","29,830",(10g당 585원),모레(수) 도착 예정,(27195),"최대 1,491원 적립",coupang_img\7520467757.jpg
7281072111,household_items,"좋은느낌 유기농순면커버 프리미엄 롱 팬티라이너, 75개입, 2팩","38,000","24,990",(1개입당 167원),5/30(목) 도착 예정,(83047),"최대 1,250원 적립",coupang_img\7281072111.jpg
1500049935,household_items,"코멧 홈 논슬립 코팅 회전형 치마바지걸이, 그레이, 20개입","19,200","11,990",(1개당 600원),내일(화) 도착 보장,(26576),최대 600원 적립,coupang_img\1500049935.jpg
7677618842,household_items,"크리넥스 3겹 데코 앤 소프트 화이트 화장지 38m, 24개, 1개","50,000","23,670",(10m당 260원),모레(수) 도착 예정,(15184),"최대 1,184원 적립",coupang_img\7677618842.jpg
6938951492,household_items,"앙블랑 샤인 옐로우 유아물티슈 캡형 55평량, 100매, 10개","50,000","18,800",(10매당 188원),5/30(목) 도착 예정,(693),최대 940원 적립,coupang_img\6938951492.jpg
6252399664,household_items,"2024 최신 단골소방 한국소방 ABC 분말소화기 3.3KG 에스제이컴퍼니, 1개, 3300g","20,700","18,000","(1개당 18,000원)",모레(수) 도착 예정,(2841),최대 900원 적립,coupang_img\6252399664.jpg
8017682034,household_items,"메디필 레드 락토 콜라겐 클리어 폼 클렌저 2.0, 300ml, 1개","24,000","13,200",(10ml당 440원),내일(화) 도착 보장,(3130),최대 660원 적립,coupang_img\8017682034.jpg
